Agency,Agency Type,Distribution Channel,Product Name,Claim,Duration,Destination,Net Sales,Commission (in value),Gender,Age
EPX,Travel Agency,Online,Cancellation Plan,0,10,THAILAND,13.0,0.0,None,36
TST,Travel Agency,Offline,Travel Cruise Protect,0,74,MALAYSIA,30.0,10.5,F,62
TST,Travel Agency,Offline,Travel Cruise Protect,0,62,THAILAND,30.0,10.5,M,50
EPX,Travel Agency,Online,Cancellation Plan,0,37,MYANMAR,14.0,0.0,None,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,39,MALAYSIA,25.0,0.0,None,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,116,UNITED STATES,112.0,0.0,None,48
EPX,Travel Agency,Online,1 way Comprehensive Plan,0,67,KAZAKHSTAN,21.0,0.0,None,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,0,20,ARGENTINA,24.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,59,UNITED STATES,80.0,0.0,None,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,76,JAPAN,59.0,0.0,None,36
JZI,Airlines,Online,Basic Plan,0,13,THAILAND,22.0,7.7,M,42
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,11,AUSTRALIA,99.0,59.4,None,44
EPX,Travel Agency,Online,Cancellation Plan,0,51,GERMANY,60.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,105,SINGAPORE,10.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,41,CHINA,10.0,0.0,None,26
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,16,JAPAN,0.0,17.82,None,41
JZI,Airlines,Online,Value Plan,0,44,HONG KONG,83.0,29.05,M,48
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,86,AUSTRALIA,30.0,0.0,None,36
C2B,Airlines,Online,Bronze Plan,0,29,SINGAPORE,56.5,14.13,M,3
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,46,AUSTRALIA,69.3,41.58,None,25
JZI,Airlines,Online,Basic Plan,0,37,CHINA,26.0,9.1,M,35
C2B,Airlines,Online,Silver Plan,0,9,SINGAPORE,78.0,19.5,M,36
RAB,Airlines,Online,Value Plan,0,62,BRUNEI DARUSSALAM,15.0,6.0,F,25
EPX,Travel Agency,Online,Cancellation Plan,0,29,INDONESIA,51.0,0.0,None,30
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,77,UNITED ARAB EMIRATES,96.0,0.0,None,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,186,AUSTRALIA,89.1,53.46,None,45
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,40,GERMANY,69.3,41.58,None,34
EPX,Travel Agency,Online,Cancellation Plan,0,4,CHINA,37.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,5,PHILIPPINES,22.0,0.0,None,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,81,AUSTRALIA,59.4,35.64,None,38
C2B,Airlines,Online,Bronze Plan,0,18,SINGAPORE,29.5,7.38,M,33
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,39,CHINA,49.0,0.0,None,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,0,155,CAMBODIA,22.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,2,SINGAPORE,10.0,0.0,None,36
C2B,Airlines,Online,Bronze Plan,0,13,SINGAPORE,27.0,6.75,M,24
EPX,Travel Agency,Online,Cancellation Plan,0,22,AUSTRALIA,12.0,0.0,None,36
JZI,Airlines,Online,Basic Plan,0,9,MALAYSIA,18.0,6.3,F,67
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,21,CHINA,25.0,0.0,None,36
JZI,Airlines,Online,Basic Plan,0,15,CHINA,26.0,9.1,M,65
CCR,Travel Agency,Offline,Comprehensive Plan,0,97,THAILAND,29.0,9.57,F,64
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,20,INDONESIA,20.0,0.0,None,31
EPX,Travel Agency,Online,Cancellation Plan,0,75,INDIA,27.0,0.0,None,36
LWC,Travel Agency,Online,Single Trip Travel Protect Silver,0,8,"KOREA, REPUBLIC OF",40.0,26.0,F,30
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,2,SINGAPORE,66.0,0.0,None,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,46,THAILAND,20.0,0.0,None,41
JZI,Airlines,Online,Value Plan,0,39,FRANCE,109.0,38.15,F,42
EPX,Travel Agency,Online,Cancellation Plan,0,44,SWITZERLAND,55.0,0.0,None,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,0,38,SINGAPORE,20.0,0.0,None,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,0,100,SINGAPORE,35.0,0.0,None,23
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,19,VIET NAM,20.0,0.0,None,56
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,16,CANADA,29.7,17.82,None,30
EPX,Travel Agency,Online,Cancellation Plan,0,1,SINGAPORE,10.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,10,THAILAND,10.0,0.0,None,28
EPX,Travel Agency,Online,1 way Comprehensive Plan,0,4,SINGAPORE,34.0,0.0,None,36
C2B,Airlines,Online,Bronze Plan,0,52,SINGAPORE,47.0,11.75,F,27
EPX,Travel Agency,Online,1 way Comprehensive Plan,0,4,SINGAPORE,20.0,0.0,None,35
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,3,IRELAND,0.0,11.88,None,40
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,24,THAILAND,39.6,23.76,None,56
JZI,Airlines,Online,Basic Plan,0,9,PHILIPPINES,18.0,6.3,F,35
EPX,Travel Agency,Online,Cancellation Plan,0,10,HONG KONG,10.0,0.0,None,35
TST,Travel Agency,Offline,Travel Cruise Protect,0,72,MALAYSIA,30.0,10.5,F,63
JZI,Airlines,Online,Basic Plan,0,79,THAILAND,30.0,10.5,F,24
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,28,INDONESIA,23.0,0.0,None,36
JZI,Airlines,Online,Basic Plan,0,6,CHINA,26.0,9.1,M,44
EPX,Travel Agency,Online,Cancellation Plan,0,27,CANADA,80.0,0.0,None,39
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,26,UNITED STATES,89.1,53.46,None,33
C2B,Airlines,Online,Gold Plan,0,7,SINGAPORE,51.0,12.75,F,71
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,3,"KOREA, REPUBLIC OF",27.0,0.0,None,36
JZI,Airlines,Online,Basic Plan,0,45,"KOREA, REPUBLIC OF",40.0,14.0,M,32
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,72,AUSTRALIA,19.8,11.88,None,39
RAB,Airlines,Online,Value Plan,0,5,BRUNEI DARUSSALAM,15.0,6.0,None,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,23,INDONESIA,20.0,0.0,None,27
EPX,Travel Agency,Online,Cancellation Plan,0,66,JAPAN,48.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,2,MALAYSIA,10.0,0.0,None,35
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,14,THAILAND,0.0,11.88,None,43
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,7,PHILIPPINES,23.0,0.0,None,29
EPX,Travel Agency,Online,Cancellation Plan,0,15,CHINA,53.0,0.0,None,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,93,MALAYSIA,59.4,35.64,None,31
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,85,NEPAL,35.0,0.0,None,36
JZI,Airlines,Online,Basic Plan,0,39,"TAIWAN, PROVINCE OF CHINA",22.0,7.7,F,28
EPX,Travel Agency,Online,Cancellation Plan,0,2,INDIA,10.0,0.0,None,36
SSI,Airlines,Online,Ticket Protector,0,12,SINGAPORE,1.35,0.38,None,48
CSR,Travel Agency,Offline,Comprehensive Plan,0,228,THAILAND,29.0,9.57,F,66
EPX,Travel Agency,Online,Cancellation Plan,0,10,"KOREA, REPUBLIC OF",15.0,0.0,None,29
EPX,Travel Agency,Online,Cancellation Plan,0,18,CHINA,19.0,0.0,None,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,8,AUSTRALIA,39.6,23.76,None,34
KML,Travel Agency,Online,Value Plan,0,67,HUNGARY,95.0,36.1,F,48
RAB,Airlines,Online,Value Plan,0,9,BRUNEI DARUSSALAM,15.0,6.0,M,34
C2B,Airlines,Online,Bronze Plan,0,162,SINGAPORE,47.0,11.75,M,23
EPX,Travel Agency,Online,Cancellation Plan,0,38,JAPAN,80.0,0.0,None,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,60,PHILIPPINES,39.0,0.0,None,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,0,3,SINGAPORE,20.0,0.0,None,57
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,19,MALAYSIA,20.0,0.0,None,30
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,16,HONG KONG,41.0,0.0,None,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,0,13,SINGAPORE,20.0,0.0,None,37
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,7,FINLAND,59.4,35.64,None,31
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,61,AUSTRALIA,42.0,0.0,None,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,116,SWITZERLAND,-39.6,23.76,None,41
JZI,Airlines,Online,Value Plan,0,97,JAPAN,45.0,15.75,M,27
EPX,Travel Agency,Online,Cancellation Plan,0,32,INDONESIA,19.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,19,THAILAND,10.0,0.0,None,51
RAB,Airlines,Online,Value Plan,0,7,BRUNEI DARUSSALAM,15.0,6.0,M,49
EPX,Travel Agency,Online,Cancellation Plan,0,16,JAPAN,13.0,0.0,None,31
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,15,CHINA,36.0,0.0,None,46
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,77,UNITED STATES,89.1,53.46,None,56
SSI,Airlines,Online,Ticket Protector,0,11,SINGAPORE,4.88,1.37,None,48
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,9,SINGAPORE,20.0,0.0,None,55
EPX,Travel Agency,Online,Cancellation Plan,0,40,UNITED STATES,65.0,0.0,None,76
EPX,Travel Agency,Online,Cancellation Plan,0,26,CAMBODIA,20.0,0.0,None,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,2,MALAYSIA,20.0,0.0,None,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,32,THAILAND,29.0,0.0,None,28
C2B,Airlines,Online,Annual Silver Plan,0,365,SINGAPORE,252.85,63.21,F,48
EPX,Travel Agency,Online,Cancellation Plan,0,47,AUSTRALIA,18.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,88,SINGAPORE,22.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,2,SINGAPORE,10.0,0.0,None,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,0,1,MALAYSIA,20.0,0.0,None,36
C2B,Airlines,Online,Silver Plan,0,8,SINGAPORE,15.0,3.75,M,52
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,84,JAPAN,56.0,0.0,None,36
C2B,Airlines,Online,Bronze Plan,0,4,SINGAPORE,16.0,4.0,M,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,1,131,SOUTH AFRICA,39.6,23.76,None,39
RAB,Airlines,Online,Value Plan,0,33,BRUNEI DARUSSALAM,15.0,6.0,M,59
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,55,THAILAND,31.0,0.0,None,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,0,2,MALAYSIA,20.0,0.0,None,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,31,INDIA,52.0,0.0,None,36
JZI,Airlines,Online,Value Plan,0,5,THAILAND,26.0,9.1,F,56
EPX,Travel Agency,Online,Cancellation Plan,0,6,MALAYSIA,10.0,0.0,None,29
C2B,Airlines,Online,Bronze Plan,0,13,SINGAPORE,13.5,3.38,M,25
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,6,MALAYSIA,19.8,11.88,None,31
EPX,Travel Agency,Online,Cancellation Plan,0,2,SINGAPORE,10.0,0.0,None,57
EPX,Travel Agency,Online,1 way Comprehensive Plan,0,70,UNITED STATES,21.0,0.0,None,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,0,37,CHINA,20.0,0.0,None,36
TST,Travel Agency,Offline,Travel Cruise Protect,0,8,THAILAND,30.0,10.5,M,61
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,74,NEW ZEALAND,59.4,35.64,None,53
EPX,Travel Agency,Online,1 way Comprehensive Plan,0,4,MYANMAR,20.0,0.0,None,35
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,34,THAILAND,24.0,0.0,None,49
EPX,Travel Agency,Online,Cancellation Plan,0,17,AUSTRALIA,49.0,0.0,None,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,62,UNITED STATES,58.0,0.0,None,28
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,141,HONG KONG,43.0,0.0,None,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,45,UNITED STATES,106.0,0.0,None,27
C2B,Airlines,Online,Bronze Plan,0,12,SINGAPORE,17.0,4.25,F,22
CCR,Travel Agency,Offline,Comprehensive Plan,0,6,THAILAND,29.0,9.57,F,67
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,150,AUSTRALIA,99.0,59.4,None,42
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,80,PHILIPPINES,20.0,0.0,None,36
ART,Airlines,Online,Value Plan,0,9,CHINA,51.0,17.85,F,42
EPX,Travel Agency,Online,1 way Comprehensive Plan,0,107,UNITED STATES,20.0,0.0,None,28
JZI,Airlines,Online,Value Plan,1,8,CHINA,45.0,15.75,M,45
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,115,AUSTRALIA,79.2,47.52,None,31
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,16,ICELAND,89.1,53.46,None,35
C2B,Airlines,Online,Bronze Plan,0,13,SINGAPORE,33.5,8.38,F,35
C2B,Airlines,Online,Silver Plan,0,17,SINGAPORE,29.5,7.38,M,50
EPX,Travel Agency,Online,1 way Comprehensive Plan,0,6,HONG KONG,41.0,0.0,None,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,0,3,UNITED STATES,37.0,0.0,None,35
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,73,AUSTRALIA,49.5,29.7,None,29
EPX,Travel Agency,Online,1 way Comprehensive Plan,0,87,UNITED STATES,20.0,0.0,None,30
JZI,Airlines,Online,Basic Plan,0,54,JAPAN,26.0,9.1,F,32
EPX,Travel Agency,Online,Cancellation Plan,0,8,THAILAND,16.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,39,NEW ZEALAND,63.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,37,FRANCE,50.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,31,SINGAPORE,15.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,226,UNITED STATES,0.0,0.0,None,28
LWC,Travel Agency,Online,Single Trip Travel Protect Platinum,0,3,INDONESIA,26.5,17.23,M,48
EPX,Travel Agency,Online,Cancellation Plan,0,2,SINGAPORE,32.0,0.0,None,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,48,AUSTRALIA,49.5,29.7,None,36
JZI,Airlines,Online,Basic Plan,0,22,THAILAND,22.0,7.7,M,56
EPX,Travel Agency,Online,Cancellation Plan,0,23,MALAYSIA,10.0,0.0,None,51
EPX,Travel Agency,Online,Cancellation Plan,0,107,HONG KONG,14.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,12,MALAYSIA,19.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,35,INDIA,34.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,75,UNITED KINGDOM,77.0,0.0,None,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,184,NETHERLANDS,0.0,5.94,None,31
EPX,Travel Agency,Online,Cancellation Plan,0,18,THAILAND,12.0,0.0,None,32
EPX,Travel Agency,Online,Cancellation Plan,0,8,SINGAPORE,11.0,0.0,None,48
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,7,MALAYSIA,49.5,29.7,None,38
EPX,Travel Agency,Online,Cancellation Plan,0,10,PHILIPPINES,10.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,72,CANADA,16.0,0.0,None,67
EPX,Travel Agency,Online,Cancellation Plan,0,82,INDONESIA,10.0,0.0,None,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,58,CHINA,39.0,0.0,None,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,8,MALAYSIA,29.7,17.82,None,54
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,73,INDONESIA,29.0,0.0,None,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,66,INDONESIA,25.0,0.0,None,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,0,1,THAILAND,21.0,0.0,None,25
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,15,VIET NAM,20.0,0.0,None,35
C2B,Airlines,Online,Bronze Plan,0,22,SINGAPORE,39.0,9.75,F,35
EPX,Travel Agency,Online,Cancellation Plan,0,56,SINGAPORE,10.0,0.0,None,36
C2B,Airlines,Online,Bronze Plan,0,5,SINGAPORE,16.0,4.0,F,31
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,31,ICELAND,69.3,41.58,None,43
EPX,Travel Agency,Online,Cancellation Plan,0,8,MALAYSIA,41.0,0.0,None,64
EPX,Travel Agency,Online,Cancellation Plan,0,269,NETHERLANDS,80.0,0.0,None,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,4,MALAYSIA,9.9,5.94,None,51
C2B,Airlines,Online,Bronze Plan,0,12,SINGAPORE,16.0,4.0,F,84
EPX,Travel Agency,Online,1 way Comprehensive Plan,0,13,SINGAPORE,23.0,0.0,None,30
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,22,NEW ZEALAND,59.4,35.64,None,49
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,23,MALAYSIA,29.7,17.82,None,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,20,AUSTRALIA,19.8,11.88,None,41
EPX,Travel Agency,Online,1 way Comprehensive Plan,0,59,SPAIN,0.0,0.0,None,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,43,VIET NAM,28.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,11,SINGAPORE,10.0,0.0,None,36
JZI,Airlines,Online,Value Plan,0,17,UNITED STATES,73.0,25.55,M,34
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,275,JAPAN,0.0,47.52,None,48
EPX,Travel Agency,Online,Cancellation Plan,0,22,UNITED STATES,58.0,0.0,None,39
ADM,Travel Agency,Online,Premier Plan,0,7,FRANCE,86.0,32.68,M,21
C2B,Airlines,Online,Bronze Plan,0,18,SINGAPORE,53.5,13.38,M,53
JZI,Airlines,Online,Basic Plan,0,67,NEW ZEALAND,22.0,7.7,M,24
EPX,Travel Agency,Online,Cancellation Plan,0,35,AUSTRALIA,33.0,0.0,None,24
C2B,Airlines,Online,Silver Plan,0,12,SINGAPORE,41.5,10.38,F,27
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,67,MALAYSIA,19.8,11.88,None,31
EPX,Travel Agency,Online,Cancellation Plan,0,121,CHINA,10.0,0.0,None,45
CBH,Travel Agency,Offline,Comprehensive Plan,0,245,THAILAND,29.0,9.57,F,64
JZI,Airlines,Online,Basic Plan,0,30,THAILAND,22.0,7.7,M,39
JZI,Airlines,Online,Value Plan,0,88,AUSTRALIA,58.0,20.3,F,72
RAB,Airlines,Online,Value Plan,0,45,BRUNEI DARUSSALAM,42.0,16.8,M,52
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,23,PAKISTAN,108.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,3,"KOREA, REPUBLIC OF",17.0,0.0,None,36
CCR,Travel Agency,Offline,Comprehensive Plan,0,9,MALAYSIA,29.0,9.57,F,68
EPX,Travel Agency,Online,1 way Comprehensive Plan,0,31,CANADA,21.0,0.0,None,20
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,15,SINGAPORE,31.0,0.0,None,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,29,INDONESIA,21.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,10,CHINA,23.0,0.0,None,36
C2B,Airlines,Online,Bronze Plan,0,30,SINGAPORE,80.5,20.13,M,27
C2B,Airlines,Online,Bronze Plan,1,135,SINGAPORE,257.5,64.38,M,81
EPX,Travel Agency,Online,Cancellation Plan,0,14,AUSTRALIA,10.0,0.0,None,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,168,SOUTH AFRICA,25.0,0.0,None,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,12,"TAIWAN, PROVINCE OF CHINA",57.0,0.0,None,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,0,12,INDIA,20.0,0.0,None,36
JWT,Airlines,Online,Value Plan,0,268,INDIA,273.0,109.2,None,118
EPX,Travel Agency,Online,Cancellation Plan,0,34,UNITED ARAB EMIRATES,39.0,0.0,None,36
LWC,Travel Agency,Online,Single Trip Travel Protect Silver,0,2,INDONESIA,0.0,6.25,M,28
KML,Travel Agency,Online,Premier Plan,0,44,IRELAND,86.0,32.68,F,48
C2B,Airlines,Online,Silver Plan,0,7,SINGAPORE,25.0,6.25,M,28
RAB,Airlines,Online,Value Plan,0,208,BRUNEI DARUSSALAM,23.0,9.2,M,18
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,136,MALAYSIA,20.0,0.0,None,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,7,INDONESIA,20.0,0.0,None,64
C2B,Airlines,Online,Silver Plan,0,161,SINGAPORE,57.0,14.25,F,30
EPX,Travel Agency,Online,Cancellation Plan,0,21,CHINA,19.0,0.0,None,36
SSI,Airlines,Online,Ticket Protector,0,100,SINGAPORE,1.35,0.38,None,48
EPX,Travel Agency,Online,Cancellation Plan,0,31,THAILAND,49.0,0.0,None,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,10,THAILAND,19.8,11.88,None,51
C2B,Airlines,Online,Silver Plan,0,4,SINGAPORE,18.5,4.63,M,34
CSR,Travel Agency,Offline,Comprehensive Plan,0,233,MALAYSIA,29.0,9.57,F,60
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,61,MALAYSIA,39.6,23.76,None,46
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,8,MALAYSIA,20.0,0.0,None,51
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,111,THAILAND,49.5,29.7,None,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,51,SRI LANKA,37.0,0.0,None,36
LWC,Travel Agency,Online,Annual Travel Protect Gold,0,472,CHINA,204.6,132.99,F,45
EPX,Travel Agency,Online,Cancellation Plan,0,184,JAPAN,44.0,0.0,None,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,9,MALAYSIA,20.0,0.0,None,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,17,MALAYSIA,29.7,17.82,None,58
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,10,AUSTRALIA,69.3,41.58,None,40
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,26,INDONESIA,20.0,0.0,None,36
JWT,Airlines,Online,Value Plan,0,0,INDIA,31.0,12.4,F,118
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,12,ITALY,0.0,5.94,None,50
C2B,Airlines,Online,Bronze Plan,0,10,SINGAPORE,24.0,6.0,M,39
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,34,SOUTH AFRICA,49.5,29.7,None,42
JZI,Airlines,Online,Basic Plan,0,6,HONG KONG,26.0,9.1,F,45
C2B,Airlines,Online,Bronze Plan,0,25,SINGAPORE,40.5,10.13,M,49
EPX,Travel Agency,Online,Cancellation Plan,0,11,MALAYSIA,10.0,0.0,None,29
JZI,Airlines,Online,Value Plan,0,16,INDIA,69.0,24.15,M,48
TST,Travel Agency,Offline,Travel Cruise Protect,0,17,MALAYSIA,30.0,10.5,M,42
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,18,THAILAND,29.7,17.82,None,45
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,11,UNITED STATES,-59.4,35.64,None,42
C2B,Airlines,Online,Bronze Plan,0,8,SINGAPORE,17.0,4.25,F,33
EPX,Travel Agency,Online,1 way Comprehensive Plan,0,2,MALAYSIA,20.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,78,ECUADOR,46.0,0.0,None,36
C2B,Airlines,Online,Annual Silver Plan,0,365,SINGAPORE,301.0,75.25,M,39
JZI,Airlines,Online,Value Plan,0,4,INDONESIA,33.0,11.55,M,53
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,39,AUSTRALIA,89.1,53.46,None,58
C2B,Airlines,Online,Bronze Plan,0,19,SINGAPORE,16.0,4.0,M,26
RAB,Airlines,Online,Value Plan,0,1,BRUNEI DARUSSALAM,15.0,6.0,M,36
JZI,Airlines,Online,Value Plan,0,16,UNITED KINGDOM,49.0,17.15,M,55
EPX,Travel Agency,Online,Cancellation Plan,0,120,JAPAN,29.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,1,INDIA,15.0,0.0,None,36
JZI,Airlines,Online,Basic Plan,0,85,THAILAND,22.0,7.7,M,58
EPX,Travel Agency,Online,Cancellation Plan,0,5,MALAYSIA,10.0,0.0,None,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,34,JAPAN,59.4,35.64,None,46
C2B,Airlines,Online,Bronze Plan,0,65,SINGAPORE,29.5,7.38,F,62
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,29,"KOREA, REPUBLIC OF",29.7,17.82,None,24
EPX,Travel Agency,Online,Cancellation Plan,0,5,INDONESIA,10.0,0.0,None,36
C2B,Airlines,Online,Annual Silver Plan,0,413,SINGAPORE,252.85,63.21,M,32
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,7,MALAYSIA,0.0,35.64,None,44
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,8,AUSTRALIA,39.6,23.76,None,31
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,155,NORWAY,0.0,35.64,None,31
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,12,PHILIPPINES,37.0,0.0,None,36
C2B,Airlines,Online,Bronze Plan,0,5,SINGAPORE,21.0,5.25,F,34
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,29,THAILAND,99.0,59.4,None,44
C2B,Airlines,Online,Bronze Plan,0,9,SINGAPORE,27.0,6.75,F,33
C2B,Airlines,Online,Bronze Plan,0,77,SINGAPORE,81.0,20.25,F,25
C2B,Airlines,Online,Bronze Plan,0,92,SINGAPORE,60.0,15.0,F,28
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,23,MALAYSIA,69.3,41.58,None,41
